BatchID,ProductionDate,ProductID,PlantID,WarehouseID,LineCode,PlannedCases,ProducedCases,GoodCases,RejectedCases,ScheduledMinutes,DowntimeMinutes,DowntimeReason,StandardCostPerCaseGBP,ActualConversionCostGBP
52749,2025-10-21,SKU026,PL02,WH02,L3,209,192,186,6,120,8,Changeover,18.18,351.38
52750,2025-10-21,SKU029,PL02,WH02,L2,247,219,211,8,120,15,Mechanical,22.56,502.96
52751,2025-10-21,SKU032,PL02,WH02,L1,204,184,181,3,120,5,Mechanical,26.95,348.09
52752,2025-10-21,SKU035,PL02,WH02,L4,231,221,217,4,120,5,Changeover,31.33,549.39
52753,2025-10-21,SKU038,PL02,WH02,L3,256,213,206,7,120,16,Mechanical,20.72,404.08
52754,2025-10-21,SKU041,PL02,WH02,L2,236,233,226,7,120,2,Material Wait,25.1,512.62
52755,2025-10-21,SKU044,PL02,WH02,L1,233,221,215,6,120,6,Mechanical,29.49,440.02
52756,2025-10-21,SKU047,PL02,WH02,L4,201,171,168,3,120,18,Material Wait,33.87,388.53
52757,2025-10-21,SKU050,PL02,WH02,L3,218,194,187,7,120,7,Cleaning,25.87,410.79
52758,2025-10-21,SKU053,PL02,WH02,L2,257,224,216,8,120,12,Cleaning,30.75,504.18
52759,2025-10-21,SKU056,PL02,WH02,L1,253,210,205,5,120,14,Cleaning,35.62,483.91
52760,2025-10-21,SKU059,PL02,WH02,L4,251,211,204,7,120,15,Cleaning,40.5,416.65
52761,2025-10-21,SKU001,PL03,WH03,L2,205,179,175,4,120,9,Mechanical,11.63,461.84
52762,2025-10-21,SKU004,PL03,WH03,L1,230,199,193,6,120,18,Cleaning,16.01,478.72
52763,2025-10-21,SKU007,PL03,WH03,L4,232,216,210,6,120,9,Mechanical,20.4,515.28
52764,2025-10-21,SKU010,PL03,WH03,L3,252,211,204,7,120,16,Changeover,24.78,532.8
52765,2025-10-21,SKU013,PL03,WH03,L2,252,236,228,8,120,5,Cleaning,15.76,571.86
52766,2025-10-21,SKU016,PL03,WH03,L1,240,228,220,8,120,6,Cleaning,20.64,497.81
52767,2025-10-21,SKU019,PL03,WH03,L4,218,176,173,3,120,17,Cleaning,25.52,440.99
52768,2025-10-21,SKU022,PL03,WH03,L3,217,207,202,5,120,0,None,30.39,388.75
52769,2025-10-21,SKU025,PL03,WH03,L2,259,211,204,7,120,17,Material Wait,16.71,445.13
52770,2025-10-21,SKU028,PL03,WH03,L1,249,216,212,4,120,10,Cleaning,21.1,531.61
52771,2025-10-21,SKU031,PL03,WH03,L4,208,185,179,6,120,8,Cleaning,25.48,345.4
52772,2025-10-21,SKU034,PL03,WH03,L3,213,192,188,4,120,13,Cleaning,29.87,455.78
52773,2025-10-21,SKU037,PL03,WH03,L2,217,199,194,5,120,10,Mechanical,19.26,468.14
52774,2025-10-21,SKU040,PL03,WH03,L1,232,223,220,3,120,4,Material Wait,23.64,485.31
52775,2025-10-21,SKU043,PL03,WH03,L4,245,228,221,7,120,4,Mechanical,28.03,555.38
52776,2025-10-21,SKU046,PL03,WH03,L3,250,233,225,8,120,10,Changeover,32.41,454.27
52777,2025-10-21,SKU049,PL03,WH03,L2,215,187,184,3,120,15,Cleaning,24.24,385.82
52778,2025-10-21,SKU052,PL03,WH03,L1,216,196,193,3,120,5,Cleaning,29.12,471.88
52779,2025-10-21,SKU055,PL03,WH03,L4,214,186,181,5,120,13,Cleaning,34.0,396.0
52780,2025-10-21,SKU058,PL03,WH03,L3,255,242,233,9,120,7,Changeover,38.87,463.71
52781,2025-10-21,SKU003,PL04,WH04,L4,225,204,199,5,120,11,Cleaning,14.55,409.27
52782,2025-10-21,SKU006,PL04,WH04,L3,215,195,188,7,120,6,Cleaning,18.94,470.41
52783,2025-10-21,SKU009,PL04,WH04,L2,215,212,209,3,120,2,Cleaning,23.32,449.09
52784,2025-10-21,SKU012,PL04,WH04,L1,216,178,175,3,120,16,Changeover,10.17,375.84
52785,2025-10-21,SKU015,PL04,WH04,L4,244,236,231,5,120,3,Mechanical,19.01,540.06
52786,2025-10-21,SKU018,PL04,WH04,L3,224,202,199,3,120,8,Mechanical,23.89,518.26
52787,2025-10-21,SKU021,PL04,WH04,L2,247,199,196,3,120,18,Material Wait,28.77,362.41
52788,2025-10-21,SKU024,PL04,WH04,L1,212,188,184,4,120,13,Material Wait,14.14,341.1
52789,2025-10-21,SKU027,PL04,WH04,L4,216,192,189,3,120,14,Cleaning,19.64,499.04
52790,2025-10-21,SKU030,PL04,WH04,L3,215,176,170,6,120,16,Changeover,24.02,319.86
52791,2025-10-21,SKU033,PL04,WH04,L2,225,211,204,7,120,8,Changeover,28.41,438.95
52792,2025-10-21,SKU036,PL04,WH04,L1,246,243,239,4,120,0,None,15.25,450.69
52793,2025-10-21,SKU039,PL04,WH04,L4,230,219,213,6,120,1,Material Wait,22.18,420.71
52794,2025-10-21,SKU042,PL04,WH04,L3,225,188,182,6,120,18,Cleaning,26.56,445.44
52795,2025-10-21,SKU045,PL04,WH04,L2,259,247,241,6,120,5,Material Wait,30.95,627.65
52796,2025-10-21,SKU048,PL04,WH04,L1,213,207,204,3,120,0,None,17.79,414.43
52797,2025-10-21,SKU051,PL04,WH04,L4,235,208,201,7,120,9,Material Wait,27.49,434.21
52798,2025-10-21,SKU054,PL04,WH04,L3,204,175,172,3,120,18,Changeover,32.37,333.13
52799,2025-10-21,SKU057,PL04,WH04,L2,208,187,185,2,120,5,Material Wait,37.25,403.22
52800,2025-10-21,SKU060,PL04,WH04,L1,250,220,213,7,120,13,Cleaning,22.62,518.03
52801,2025-10-22,SKU002,PL01,WH01,L3,202,182,177,5,120,13,Changeover,13.09,456.73
52802,2025-10-22,SKU005,PL01,WH01,L2,241,205,200,5,120,17,Material Wait,17.48,432.91
52803,2025-10-22,SKU008,PL01,WH01,L1,226,204,198,6,120,7,Material Wait,21.86,473.94
52804,2025-10-22,SKU011,PL01,WH01,L4,247,208,201,7,120,16,Mechanical,26.25,489.85
52805,2025-10-22,SKU014,PL01,WH01,L3,208,196,191,5,120,7,Mechanical,17.39,458.85
52806,2025-10-22,SKU017,PL01,WH01,L2,215,196,191,5,120,8,Material Wait,22.26,408.22
52807,2025-10-22,SKU020,PL01,WH01,L1,241,229,224,5,120,7,Mechanical,27.14,464.94
52808,2025-10-22,SKU023,PL01,WH01,L4,236,214,209,5,120,11,Mechanical,32.02,424.19
52809,2025-10-22,SKU026,PL01,WH01,L3,245,239,235,4,120,4,Changeover,18.18,612.76
52810,2025-10-22,SKU029,PL01,WH01,L2,213,190,183,7,120,9,Material Wait,22.56,453.18
52811,2025-10-22,SKU032,PL01,WH01,L1,205,183,179,4,120,11,Cleaning,26.95,384.64
52812,2025-10-22,SKU035,PL01,WH01,L4,235,217,210,7,120,8,Material Wait,31.33,395.78
52813,2025-10-22,SKU038,PL01,WH01,L3,200,170,165,5,120,16,Mechanical,20.72,352.1
52814,2025-10-22,SKU041,PL01,WH01,L2,256,247,243,4,120,1,Cleaning,25.1,522.59
52815,2025-10-22,SKU044,PL01,WH01,L1,228,192,188,4,120,18,Cleaning,29.49,455.28
52816,2025-10-22,SKU047,PL01,WH01,L4,247,236,231,5,120,3,Changeover,33.87,449.95
52817,2025-10-22,SKU050,PL01,WH01,L3,224,198,192,6,120,10,Cleaning,25.87,431.31
52818,2025-10-22,SKU053,PL01,WH01,L2,229,212,209,3,120,4,Cleaning,30.75,442.52
52819,2025-10-22,SKU056,PL01,WH01,L1,200,203,200,3,120,0,None,35.62,398.23
52820,2025-10-22,SKU059,PL01,WH01,L4,224,211,204,7,120,3,Mechanical,40.5,499.01
52821,2025-10-22,SKU001,PL02,WH02,L2,216,201,195,6,120,9,Material Wait,11.63,369.43
52822,2025-10-22,SKU004,PL02,WH02,L1,253,227,222,5,120,8,Cleaning,16.01,466.29
52823,2025-10-22,SKU007,PL02,WH02,L4,218,207,201,6,120,1,Cleaning,20.4,498.66
52824,2025-10-22,SKU010,PL02,WH02,L3,230,220,215,5,120,4,Cleaning,24.78,438.31
52825,2025-10-22,SKU013,PL02,WH02,L2,220,200,194,6,120,10,Changeover,15.76,493.21
52826,2025-10-22,SKU016,PL02,WH02,L1,240,213,205,8,120,12,Material Wait,20.64,422.29
52827,2025-10-22,SKU019,PL02,WH02,L4,223,187,181,6,120,18,Material Wait,25.52,453.0
52828,2025-10-22,SKU022,PL02,WH02,L3,205,178,174,4,120,12,Changeover,30.39,369.65
52829,2025-10-22,SKU025,PL02,WH02,L2,208,195,190,5,120,8,Cleaning,16.71,418.99
52830,2025-10-22,SKU028,PL02,WH02,L1,248,218,210,8,120,8,Changeover,21.1,558.33
52831,2025-10-22,SKU031,PL02,WH02,L4,202,191,186,5,120,0,None,25.48,408.33
52832,2025-10-22,SKU034,PL02,WH02,L3,221,196,190,6,120,13,Cleaning,29.87,362.98
52833,2025-10-22,SKU037,PL02,WH02,L2,219,190,188,2,120,13,Cleaning,19.26,344.23
52834,2025-10-22,SKU040,PL02,WH02,L1,237,223,218,5,120,8,Changeover,23.64,487.72
52835,2025-10-22,SKU043,PL02,WH02,L4,246,230,225,5,120,4,Changeover,28.03,524.28
52836,2025-10-22,SKU046,PL02,WH02,L3,227,210,204,6,120,10,Mechanical,32.41,429.99
52837,2025-10-22,SKU049,PL02,WH02,L2,260,245,239,6,120,3,Changeover,24.24,561.23
52838,2025-10-22,SKU052,PL02,WH02,L1,214,195,189,6,120,10,Cleaning,29.12,446.94
52839,2025-10-22,SKU055,PL02,WH02,L4,259,232,228,4,120,9,Cleaning,34.0,580.83
52840,2025-10-22,SKU058,PL02,WH02,L3,210,204,197,7,120,0,None,38.87,444.85
52841,2025-10-22,SKU003,PL03,WH03,L4,249,222,215,7,120,8,Cleaning,14.55,521.54
52842,2025-10-22,SKU006,PL03,WH03,L3,245,236,227,9,120,2,Material Wait,18.94,536.25
52843,2025-10-22,SKU009,PL03,WH03,L2,258,239,233,6,120,9,Material Wait,23.32,617.57
52844,2025-10-22,SKU012,PL03,WH03,L1,257,242,236,6,120,7,Material Wait,10.17,484.58
52845,2025-10-22,SKU015,PL03,WH03,L4,247,206,202,4,120,15,Material Wait,19.01,517.72
52846,2025-10-22,SKU018,PL03,WH03,L3,258,212,208,4,120,16,Material Wait,23.89,429.25
52847,2025-10-22,SKU021,PL03,WH03,L2,215,186,180,6,120,11,Changeover,28.77,475.87
52848,2025-10-22,SKU024,PL03,WH03,L1,224,211,206,5,120,8,Material Wait,14.14,411.35
52849,2025-10-22,SKU027,PL03,WH03,L4,219,184,179,5,120,17,Mechanical,19.64,441.96
52850,2025-10-22,SKU030,PL03,WH03,L3,238,210,206,4,120,12,Material Wait,24.02,495.04
52851,2025-10-22,SKU033,PL03,WH03,L2,232,205,202,3,120,8,Mechanical,28.41,431.06
52852,2025-10-22,SKU036,PL03,WH03,L1,260,232,228,4,120,12,Material Wait,15.25,441.81
52853,2025-10-22,SKU039,PL03,WH03,L4,234,200,196,4,120,18,Mechanical,22.18,466.49
52854,2025-10-22,SKU042,PL03,WH03,L3,249,216,211,5,120,15,Material Wait,26.56,488.83
52855,2025-10-22,SKU045,PL03,WH03,L2,217,198,193,5,120,5,Mechanical,30.95,481.58
52856,2025-10-22,SKU048,PL03,WH03,L1,218,208,202,6,120,6,Material Wait,17.79,505.4
52857,2025-10-22,SKU051,PL03,WH03,L4,211,183,179,4,120,12,Material Wait,27.49,394.95
52858,2025-10-22,SKU054,PL03,WH03,L3,207,184,181,3,120,7,Material Wait,32.37,446.49
52859,2025-10-22,SKU057,PL03,WH03,L2,231,212,209,3,120,11,Mechanical,37.25,475.39
52860,2025-10-22,SKU060,PL03,WH03,L1,253,249,246,3,120,1,Cleaning,22.62,448.35
52861,2025-10-22,SKU002,PL04,WH04,L3,202,178,172,6,120,14,Material Wait,13.09,449.53
52862,2025-10-22,SKU005,PL04,WH04,L2,227,214,208,6,120,5,Changeover,17.48,516.4
52863,2025-10-22,SKU008,PL04,WH04,L1,257,244,236,8,120,7,Mechanical,21.86,602.52
52864,2025-10-22,SKU011,PL04,WH04,L4,222,188,185,3,120,13,Mechanical,26.25,444.52
52865,2025-10-22,SKU014,PL04,WH04,L3,246,236,233,3,120,6,Material Wait,17.39,482.48
52866,2025-10-22,SKU017,PL04,WH04,L2,209,190,186,4,120,8,Changeover,22.26,386.71
52867,2025-10-22,SKU020,PL04,WH04,L1,207,192,188,4,120,7,Material Wait,27.14,496.56
52868,2025-10-22,SKU023,PL04,WH04,L4,205,172,169,3,120,15,Cleaning,32.02,333.98
52869,2025-10-22,SKU026,PL04,WH04,L3,213,207,204,3,120,4,Changeover,18.18,439.5
52870,2025-10-22,SKU029,PL04,WH04,L2,257,218,211,7,120,13,Changeover,22.56,524.24
52871,2025-10-22,SKU032,PL04,WH04,L1,204,169,164,5,120,18,Changeover,26.95,360.25
52872,2025-10-22,SKU035,PL04,WH04,L4,235,236,231,5,120,1,Cleaning,31.33,464.95
52873,2025-10-22,SKU038,PL04,WH04,L3,207,176,173,3,120,14,Cleaning,20.72,327.0
52874,2025-10-22,SKU041,PL04,WH04,L2,203,177,173,4,120,15,Cleaning,25.1,447.87
52875,2025-10-22,SKU044,PL04,WH04,L1,222,191,188,3,120,15,Cleaning,29.49,421.03
52876,2025-10-22,SKU047,PL04,WH04,L4,231,190,184,6,120,16,Material Wait,33.87,422.57
52877,2025-10-22,SKU050,PL04,WH04,L3,207,186,182,4,120,10,Cleaning,25.87,342.19
52878,2025-10-22,SKU053,PL04,WH04,L2,213,189,186,3,120,7,Cleaning,30.75,371.77
52879,2025-10-22,SKU056,PL04,WH04,L1,203,189,182,7,120,10,Changeover,35.62,426.07
52880,2025-10-22,SKU059,PL04,WH04,L4,256,214,209,5,120,15,Changeover,40.5,487.93
52881,2025-10-23,SKU001,PL01,WH01,L2,259,217,210,7,120,14,Changeover,11.63,511.34
52882,2025-10-23,SKU004,PL01,WH01,L1,235,218,212,6,120,5,Cleaning,16.01,445.19
52883,2025-10-23,SKU007,PL01,WH01,L4,239,221,217,4,120,2,Material Wait,20.4,562.31
52884,2025-10-23,SKU010,PL01,WH01,L3,240,225,218,7,120,6,Material Wait,24.78,514.26
52885,2025-10-23,SKU013,PL01,WH01,L2,243,198,193,5,120,16,Cleaning,15.76,456.43
52886,2025-10-23,SKU016,PL01,WH01,L1,251,237,233,4,120,5,Cleaning,20.64,454.21
52887,2025-10-23,SKU019,PL01,WH01,L4,220,196,193,3,120,14,Material Wait,25.52,487.8
52888,2025-10-23,SKU022,PL01,WH01,L3,209,189,186,3,120,11,Changeover,30.39,439.22
52889,2025-10-23,SKU025,PL01,WH01,L2,260,258,249,9,120,0,None,16.71,642.89
52890,2025-10-23,SKU028,PL01,WH01,L1,225,197,190,7,120,12,Material Wait,21.1,391.02
52891,2025-10-23,SKU031,PL01,WH01,L4,234,203,199,4,120,15,Material Wait,25.48,451.32
52892,2025-10-23,SKU034,PL01,WH01,L3,206,178,175,3,120,11,Mechanical,29.87,356.91
52893,2025-10-23,SKU037,PL01,WH01,L2,243,197,191,6,120,18,Changeover,19.26,394.7
52894,2025-10-23,SKU040,PL01,WH01,L1,231,216,212,4,120,5,Mechanical,23.64,448.67
52895,2025-10-23,SKU043,PL01,WH01,L4,234,217,213,4,120,7,Mechanical,28.03,397.85
52896,2025-10-23,SKU046,PL01,WH01,L3,238,213,208,5,120,7,Material Wait,32.41,477.56
52897,2025-10-23,SKU049,PL01,WH01,L2,247,230,225,5,120,7,Changeover,24.24,582.05
52898,2025-10-23,SKU052,PL01,WH01,L1,212,197,190,7,120,5,Material Wait,29.12,440.3
52899,2025-10-23,SKU055,PL01,WH01,L4,220,212,204,8,120,2,Mechanical,34.0,457.28
52900,2025-10-23,SKU058,PL01,WH01,L3,248,239,231,8,120,0,None,38.87,435.23
52901,2025-10-23,SKU003,PL02,WH02,L4,246,205,199,6,120,15,Mechanical,14.55,525.64
52902,2025-10-23,SKU006,PL02,WH02,L3,234,210,204,6,120,10,Material Wait,18.94,486.75
52903,2025-10-23,SKU009,PL02,WH02,L2,251,237,229,8,120,7,Changeover,23.32,564.55
52904,2025-10-23,SKU012,PL02,WH02,L1,244,241,238,3,120,3,Mechanical,10.17,505.76
52905,2025-10-23,SKU015,PL02,WH02,L4,224,206,201,5,120,11,Mechanical,19.01,389.33
52906,2025-10-23,SKU018,PL02,WH02,L3,200,171,167,4,120,17,Material Wait,23.89,327.17
52907,2025-10-23,SKU021,PL02,WH02,L2,227,205,200,5,120,10,Mechanical,28.77,478.33
52908,2025-10-23,SKU024,PL02,WH02,L1,207,187,182,5,120,12,Mechanical,14.14,438.96
52909,2025-10-23,SKU027,PL02,WH02,L4,225,195,190,5,120,13,Changeover,19.64,427.05
52910,2025-10-23,SKU030,PL02,WH02,L3,238,208,200,8,120,14,Changeover,24.02,493.3
52911,2025-10-23,SKU033,PL02,WH02,L2,247,213,205,8,120,11,Changeover,28.41,542.08
52912,2025-10-23,SKU036,PL02,WH02,L1,252,238,232,6,120,3,Changeover,15.25,589.03
52913,2025-10-23,SKU039,PL02,WH02,L4,202,191,188,3,120,7,Material Wait,22.18,447.2
52914,2025-10-23,SKU042,PL02,WH02,L3,224,202,199,3,120,12,Mechanical,26.56,509.67
52915,2025-10-23,SKU045,PL02,WH02,L2,217,199,194,5,120,7,Material Wait,30.95,441.26
52916,2025-10-23,SKU048,PL02,WH02,L1,218,197,192,5,120,11,Material Wait,17.79,474.38
52917,2025-10-23,SKU051,PL02,WH02,L4,255,234,228,6,120,6,Cleaning,27.49,544.42
52918,2025-10-23,SKU054,PL02,WH02,L3,221,199,194,5,120,7,Changeover,32.37,396.01
52919,2025-10-23,SKU057,PL02,WH02,L2,214,202,199,3,120,0,None,37.25,390.26
52920,2025-10-23,SKU060,PL02,WH02,L1,204,171,166,5,120,13,Changeover,22.62,405.24
52921,2025-10-23,SKU002,PL03,WH03,L3,234,223,217,6,120,6,Changeover,13.09,435.09
52922,2025-10-23,SKU005,PL03,WH03,L2,213,201,196,5,120,0,None,17.48,375.2
52923,2025-10-23,SKU008,PL03,WH03,L1,207,194,189,5,120,5,Changeover,21.86,431.89
52924,2025-10-23,SKU011,PL03,WH03,L4,228,222,215,7,120,0,None,26.25,511.98
52925,2025-10-23,SKU014,PL03,WH03,L3,205,199,193,6,120,5,Mechanical,17.39,432.89
52926,2025-10-23,SKU017,PL03,WH03,L2,204,188,186,2,120,8,Mechanical,22.26,453.97
52927,2025-10-23,SKU020,PL03,WH03,L1,222,215,211,4,120,0,None,27.14,400.78
52928,2025-10-23,SKU023,PL03,WH03,L4,231,214,207,7,120,6,Changeover,32.02,551.36
52929,2025-10-23,SKU026,PL03,WH03,L3,221,189,186,3,120,16,Mechanical,18.18,390.1
52930,2025-10-23,SKU029,PL03,WH03,L2,231,199,196,3,120,17,Changeover,22.56,358.61
52931,2025-10-23,SKU032,PL03,WH03,L1,216,198,193,5,120,8,Material Wait,26.95,487.54
52932,2025-10-23,SKU035,PL03,WH03,L4,205,182,175,7,120,9,Mechanical,31.33,457.39
52933,2025-10-23,SKU038,PL03,WH03,L3,207,200,194,6,120,0,None,20.72,399.48
52934,2025-10-23,SKU041,PL03,WH03,L2,258,228,221,7,120,11,Changeover,25.1,481.75
52935,2025-10-23,SKU044,PL03,WH03,L1,225,211,208,3,120,2,Changeover,29.49,517.56
52936,2025-10-23,SKU047,PL03,WH03,L4,218,193,190,3,120,9,Cleaning,33.87,369.28
52937,2025-10-23,SKU050,PL03,WH03,L3,233,215,210,5,120,5,Material Wait,25.87,451.54
52938,2025-10-23,SKU053,PL03,WH03,L2,201,166,163,3,120,16,Mechanical,30.75,350.25
52939,2025-10-23,SKU056,PL03,WH03,L1,260,225,221,4,120,10,Material Wait,35.62,447.2
52940,2025-10-23,SKU059,PL03,WH03,L4,240,196,190,6,120,18,Cleaning,40.5,409.12
52941,2025-10-23,SKU001,PL04,WH04,L2,232,194,187,7,120,15,Changeover,11.63,501.34
52942,2025-10-23,SKU004,PL04,WH04,L1,260,234,229,5,120,8,Cleaning,16.01,573.8
52943,2025-10-23,SKU007,PL04,WH04,L4,222,213,208,5,120,3,Mechanical,20.4,543.63
52944,2025-10-23,SKU010,PL04,WH04,L3,220,197,190,7,120,7,Cleaning,24.78,375.4
52945,2025-10-23,SKU013,PL04,WH04,L2,243,217,212,5,120,6,Cleaning,15.76,492.4
52946,2025-10-23,SKU016,PL04,WH04,L1,233,216,210,6,120,8,Material Wait,20.64,428.31
52947,2025-10-23,SKU019,PL04,WH04,L4,221,185,183,2,120,15,Cleaning,25.52,373.01
52948,2025-10-23,SKU022,PL04,WH04,L3,220,203,195,8,120,9,Mechanical,30.39,455.49
52949,2025-10-23,SKU025,PL04,WH04,L2,200,180,174,6,120,10,Cleaning,16.71,466.99
52950,2025-10-23,SKU028,PL04,WH04,L1,238,223,215,8,120,3,Mechanical,21.1,575.11
52951,2025-10-23,SKU031,PL04,WH04,L4,242,234,227,7,120,4,Changeover,25.48,583.74
52952,2025-10-23,SKU034,PL04,WH04,L3,229,226,219,7,120,0,None,29.87,564.81
52953,2025-10-23,SKU037,PL04,WH04,L2,238,216,208,8,120,10,Material Wait,19.26,451.29
52954,2025-10-23,SKU040,PL04,WH04,L1,211,197,190,7,120,3,Changeover,23.64,455.15
52955,2025-10-23,SKU043,PL04,WH04,L4,228,196,190,6,120,13,Cleaning,28.03,371.59
52956,2025-10-23,SKU046,PL04,WH04,L3,244,224,221,3,120,5,Changeover,32.41,427.08
52957,2025-10-23,SKU049,PL04,WH04,L2,259,235,231,4,120,10,Mechanical,24.24,568.4
52958,2025-10-23,SKU052,PL04,WH04,L1,204,187,183,4,120,9,Material Wait,29.12,411.8
52959,2025-10-23,SKU055,PL04,WH04,L4,214,171,167,4,120,18,Cleaning,34.0,317.39
52960,2025-10-23,SKU058,PL04,WH04,L3,205,191,188,3,120,6,Material Wait,38.87,431.81
52961,2025-10-24,SKU003,PL01,WH01,L4,230,224,216,8,120,5,Mechanical,14.55,404.1
52962,2025-10-24,SKU006,PL01,WH01,L3,226,211,207,4,120,3,Cleaning,18.94,418.28
52963,2025-10-24,SKU009,PL01,WH01,L2,210,185,181,4,120,12,Changeover,23.32,449.19
52964,2025-10-24,SKU012,PL01,WH01,L1,235,206,201,5,120,11,Material Wait,10.17,402.94
52965,2025-10-24,SKU015,PL01,WH01,L4,224,186,179,7,120,14,Material Wait,19.01,437.71
52966,2025-10-24,SKU018,PL01,WH01,L3,214,181,175,6,120,13,Changeover,23.89,394.68
52967,2025-10-24,SKU021,PL01,WH01,L2,240,218,214,4,120,5,Cleaning,28.77,561.29
52968,2025-10-24,SKU024,PL01,WH01,L1,248,243,234,9,120,3,Mechanical,14.14,472.15
52969,2025-10-24,SKU027,PL01,WH01,L4,210,182,179,3,120,12,Cleaning,19.64,439.41
52970,2025-10-24,SKU030,PL01,WH01,L3,260,245,240,5,120,3,Material Wait,24.02,614.68
52971,2025-10-24,SKU033,PL01,WH01,L2,200,165,159,6,120,15,Cleaning,28.41,299.24
52972,2025-10-24,SKU036,PL01,WH01,L1,209,196,189,7,120,1,Material Wait,15.25,367.94
52973,2025-10-24,SKU039,PL01,WH01,L4,238,216,210,6,120,11,Material Wait,22.18,490.43
52974,2025-10-24,SKU042,PL01,WH01,L3,210,185,179,6,120,16,Material Wait,26.56,333.11
52975,2025-10-24,SKU045,PL01,WH01,L2,221,187,182,5,120,12,Mechanical,30.95,352.36
52976,2025-10-24,SKU048,PL01,WH01,L1,216,196,191,5,120,8,Changeover,17.79,368.44
52977,2025-10-24,SKU051,PL01,WH01,L4,250,215,211,4,120,13,Changeover,27.49,546.62
52978,2025-10-24,SKU054,PL01,WH01,L3,251,226,217,9,120,13,Changeover,32.37,517.44
52979,2025-10-24,SKU057,PL01,WH01,L2,213,197,194,3,120,9,Material Wait,37.25,450.56
52980,2025-10-24,SKU060,PL01,WH01,L1,245,238,233,5,120,1,Material Wait,22.62,597.14
52981,2025-10-24,SKU002,PL02,WH02,L3,249,224,218,6,120,10,Cleaning,13.09,414.81
52982,2025-10-24,SKU005,PL02,WH02,L2,219,213,206,7,120,5,Changeover,17.48,386.31
52983,2025-10-24,SKU008,PL02,WH02,L1,238,232,226,6,120,4,Cleaning,21.86,448.18
52984,2025-10-24,SKU011,PL02,WH02,L4,243,230,222,8,120,2,Cleaning,26.25,453.06
52985,2025-10-24,SKU014,PL02,WH02,L3,248,228,220,8,120,10,Mechanical,17.39,413.53
52986,2025-10-24,SKU017,PL02,WH02,L2,244,237,231,6,120,2,Material Wait,22.26,573.3
52987,2025-10-24,SKU020,PL02,WH02,L1,236,208,201,7,120,8,Mechanical,27.14,481.04
52988,2025-10-24,SKU023,PL02,WH02,L4,246,234,228,6,120,0,None,32.02,554.86
52989,2025-10-24,SKU026,PL02,WH02,L3,218,201,193,8,120,3,Mechanical,18.18,361.92
52990,2025-10-24,SKU029,PL02,WH02,L2,229,204,199,5,120,8,Material Wait,22.56,486.14
52991,2025-10-24,SKU032,PL02,WH02,L1,250,235,228,7,120,3,Mechanical,26.95,519.15
52992,2025-10-24,SKU035,PL02,WH02,L4,206,191,185,6,120,6,Mechanical,31.33,482.58
52993,2025-10-24,SKU038,PL02,WH02,L3,211,182,178,4,120,17,Cleaning,20.72,458.72
52994,2025-10-24,SKU041,PL02,WH02,L2,227,217,213,4,120,1,Cleaning,25.1,496.16
52995,2025-10-24,SKU044,PL02,WH02,L1,246,227,222,5,120,5,Mechanical,29.49,567.73
52996,2025-10-24,SKU047,PL02,WH02,L4,255,206,199,7,120,17,Changeover,33.87,422.23
52997,2025-10-24,SKU050,PL02,WH02,L3,256,218,213,5,120,16,Cleaning,25.87,531.32
52998,2025-10-24,SKU053,PL02,WH02,L2,249,205,201,4,120,16,Material Wait,30.75,416.66
52999,2025-10-24,SKU056,PL02,WH02,L1,256,250,246,4,120,2,Material Wait,35.62,466.04
53000,2025-10-24,SKU059,PL02,WH02,L4,250,214,207,7,120,14,Cleaning,40.5,447.49
53001,2025-10-24,SKU001,PL03,WH03,L2,230,216,213,3,120,5,Cleaning,11.63,419.9
53002,2025-10-24,SKU004,PL03,WH03,L1,258,245,239,6,120,1,Material Wait,16.01,460.57
53003,2025-10-24,SKU007,PL03,WH03,L4,207,168,163,5,120,17,Changeover,20.4,337.68
53004,2025-10-24,SKU010,PL03,WH03,L3,212,208,202,6,120,3,Changeover,24.78,391.03
53005,2025-10-24,SKU013,PL03,WH03,L2,233,208,202,6,120,13,Material Wait,15.76,440.61
53006,2025-10-24,SKU016,PL03,WH03,L1,234,215,207,8,120,10,Mechanical,20.64,395.1
53007,2025-10-24,SKU019,PL03,WH03,L4,216,187,180,7,120,13,Cleaning,25.52,468.89
53008,2025-10-24,SKU022,PL03,WH03,L3,257,242,239,3,120,5,Changeover,30.39,441.33
53009,2025-10-24,SKU025,PL03,WH03,L2,232,209,206,3,120,9,Material Wait,16.71,440.28
53010,2025-10-24,SKU028,PL03,WH03,L1,241,192,188,4,120,18,Material Wait,21.1,464.74
53011,2025-10-24,SKU031,PL03,WH03,L4,209,183,177,6,120,16,Changeover,25.48,452.84
53012,2025-10-24,SKU034,PL03,WH03,L3,245,235,231,4,120,2,Material Wait,29.87,442.42
53013,2025-10-24,SKU037,PL03,WH03,L2,208,201,198,3,120,3,Mechanical,19.26,477.83
53014,2025-10-24,SKU040,PL03,WH03,L1,242,207,203,4,120,12,Material Wait,23.64,520.97
53015,2025-10-24,SKU043,PL03,WH03,L4,246,220,212,8,120,12,Cleaning,28.03,545.96
53016,2025-10-24,SKU046,PL03,WH03,L3,203,183,179,4,120,13,Changeover,32.41,337.54
53017,2025-10-24,SKU049,PL03,WH03,L2,251,215,212,3,120,17,Mechanical,24.24,404.19
